path,label,text
audios/Đâm chết người cùng làng do nghi ngờ vợ bồ bịch  Tin tức 24h  ANTV.mp3,1,do nghi ngờ anh nguyễn trưởng thọ có quan hệ tình cảm với vợ của mình cho nên trần phạm thái trú tại phường văn hải thành phố phan rang tháp tràn tỉnh ninh thuận đã dùng dao thái lan tấn công anh thọ dẫn đến tử vong vào chiều ngày hai mươi tư tháng ba sau khi nhậu với bạn tại nhà trần phạm thái đã mang theo con dao thái lan đến nơi làm của nguyễn trưởng thái tại khu phố hai phường văn hải tại đây thái đã dùng dao đâm nhiều nhát vào vùng ngực của anh thọ thấy thọ bỏ chạy thái đã đuổi theo để tiếp tục tấn công anh thọ rồi sau đó rời khỏi hiện trường mặc dù được người dân đưa đi cấp cứu nhưng do vết thương quá nặng nên anh thọ đã tử vong ngay sau đó phòng cảnh sát hình sự công an tỉnh ninh thuận đã hoàn tất hồ sơ khởi tố vụ án khởi tố bị can và ra lệnh bắt tạm giam đối với trần phạm thái về tội giết người.
audios/Khiếp đảm cảnh quái xế đua xe nẹt pô chát chúa ở Ngã ba Long Sơn.mp3,1,những tiếng động cơ gầm rú chát chúa thỉnh thoảng là những cú bốc đầu rồi lao đi như xé gió không giờ mười lăm phút ngày một tháng chín năm hai ngàn không trăm mười chín hàng trăm quái xế tụ tập trên quốc lộ năm mươi mốt đoạn qua ngã ba long sơn thuộc xã tân hải thị xã phú mỹ tỉnh bà rịa vũng tàu để biểu diễn đua xe trái phép trước đó từ hai mươi ba giờ ba mươi phút ngày ba mươi mốt tháng tám nhiều xế độ hướng từ huyện long thành tỉnh đồng nai và các huyện châu đức thành phố bà rịa thị xã phú mỹ tỉnh bà rịa vũng tàu đã được các nài đẩy nhau về gần khu vực ngã ba long sơn ém quân đợi giờ xuất phát trên đoạn đường biểu diễn gần năm trăm xế cho xe chạy với tốc độ hơn km h rồi quay đầu tiếp tục vòng đua mới màn so tài tốc độ bốc đầu xe kéo dài khoảng phút thì lực lượng cảnh sát giao thông công an tỉnh bà rịa vũng tàu xuất hiện khiến tất cả bỏ chạy tán loạt hơn hai mươi phút sau các quái xế lại tụ tập trước một cây xăng trên đường vội vải tóc tiên thì xã phú mỹ cách ngã ba long sơn hơn năm km tiếp tục đua tốc độ thông tin từ phòng cảnh sát giao thông công an tỉnh mỹ bình thường vũng tàu xác nhận vào rạng sáng ngày một tháng chín tại ngã ba long sơn có hàng trăm thanh niên các nơi đi xe máy đến tụ tập biểu diễn đua xe trái phép nhận được thông tin lực lượng tuần tra cảnh sát giao thông đã nhanh chóng đến khu vực này giải tán nháo thanh niên để cảm nhận nhịp thở xã hội đầy màu sắc trên màn hình của bạn.
audios/Người cộng sản Indonesia kể về cuộc chiến Việt Nam.mp3,0,tôi bắt đầu tình nguyện làm bác sĩ quân đội trong thời chiến tranh việt nam vào cuối năm một ngàn chín trăm sáu mươi sáu tôi làm việc trong một bệnh viện ở chiến trường tôi được huấn luyện chuyển bệnh nhân từ nơi này sang nơi khác nếu tôi nghe thấy tiếng tích tích có nghĩa là nơi này sẽ bị bom và chắc là có gián điệp trong vùng có khoảng một trăm đến hai trăm bệnh nhân được chuyển tới từ vùng chiến sự rất khó để chữa trị cho họ lúc đó không có đủ thuốc men dù là có viện trợ từ trung quốc người dân làng thì được yêu cầu nhận ít nhất một bệnh nhân về ở cùng và chúng tôi phải làm giường từ cỏ khô chúng tôi đào hố vệ sinh ngay dưới giường cho những bệnh nhân mất chân tay do chúng tôi ở miền bắc nên nước cũng thiếu điều kiện trở nên tồi tệ hơn khi mỹ bắt đầu ném bom bê năm hai trẻ con được dặn không nhặt những đồ trông có vẻ hấp dẫn như là đồ chơi nhằm tránh trở thành nạn nhân nhưng tôi từng thấy con trai của người phiên dịch cho chúng tôi nhặt một thứ đồ chơi và ném nó đi cậu bé chết rồi bị các mảnh vỡ găm vào người chúng tôi cũng được dặn không nghe không nhìn không nói chúng tôi không được phép trả lời người lạ không được phép nói về những gì chúng tôi biết hoặc nghe thấy chúng tôi rất nghèo và phải khó khăn lắm mới có thực phẩm cho chúng tôi cũng như cho bệnh nhân đồ ăn chính của chúng tôi là thân cây chuối khó khăn nhất với tôi lúc đó là chuẩn bị phẫu thuật cho bệnh nhân mà không đủ thuốc cây tê họ đã hét lên trong đau đớn và chúng tôi vẫn phải cố gắng cứu họ thế nên chúng tôi dùng tới thuốc truyền thống khi dịch viêm gan nổ ra tôi cũng bị lây tôi nhớ mình phải uống thuốc bắc và dùng quạt để giảm thân nhiệt năm một ngàn chín trăm bảy mươi hai chúng tôi nhận được lệnh từ bộ quốc phòng việt nam yêu cầu rời đi đặc biệt là những người có con nhỏ hai con gái tôi lúc đó mới sáu tháng và mười tám tháng khi chúng tôi sang trung quốc.
audios/50 người thương vong do tai nạn giao thông trong ngày đầu nghỉ Tết Dương lịch  Tin tức 24h mới nhất.mp3,0,vào chiều ngày hôm nay cùng cảnh sát giao thông bộ công an thông tin trong ngày nghỉ đầu tiên của tết dương lịch hai nghìn không trăm hai mươi tư toàn quốc đã xảy ra bốn mươi mốt vụ tai nạn giao thông làm chết mười người và bị thương bốn mươi người trong ngày nghỉ đầu tiên cảnh sát giao thông các địa phương đã kiểm tra phát hiện xử lý bảy nghìn ba trăm bảy mươi lăm trường hợp vi phạm phạt tiền trên mười bảy tỷ đồng tạm giữ hơn một trăm xe ô tô hơn hai nghìn bốn trăm xe mô tô sáu mươi bảy phương tiện khác tước trên một nghìn năm trăm giấy phép lái xe các loại ghi nhận về tình hình giao thông trong sáng đầu tiên của kỳ nghỉ lễ nhiều tuyến đường cửa ngõ của thành phố hà nội và thành phố hồ chí minh bị ùn tắc từ tám giờ trên nhiều tuyến đường của thành phố hà nội như giải phóng vành đai ba nguyễn xiển lượng phương tiện về các địa phương tăng đột biến còn tại các tuyến đường tại khu vực bến xe của hà nội và cửa ngõ phía nam đã xuất hiện tình trạng ùn ứ do lượng phương tiện giao thông đông hơn còn tại thành phố hồ chí minh giao thông tại tuyến cửa ngõ phía đông thành phố khu vực đường kết nối và được dẫn thành phố hồ chí minh long thành dầu giây vào sáng ngày hôm nay ùn ứ các phương tiện di chuyển chậm cụ thể là tuyến đường mai chí thọ thành phố thủ đức đoạn từ đường võ nguyên giáp đến giao lộ an phú đường dẫn cao tốc lượng phương tiện rất đông trên tuyến võ nguyên giáp lượng xe thông thoáng di chuyển dễ dàng để đảm bảo an toàn giao thông lực lượng cảnh sát giao thông đã bố trí lực lượng túc trực để phân luồng giao thông kịp thời giải tỏa khi xảy ra ùn tắc.................................................................................................thật.............thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thật lắm rồi bạn thường kể kể kể kể kể kể kể kể kể kể kể kể kể kể kể kể kể kể kể kể kể kể k
audios/Ban Chấp hành Trung ương Đảng thông tin ông Võ Văn Thưởng thôi giữ các chức vụ  Tin nóng.mp3,0,xin kính chào quý vị đang theo dõi chương trình trên kênh youtube chính thức của báo điện tử vtcnews thưa quý vị ban chấp hành trung ương đảng vừa quyết định cho ông võ văn thưởng thôi giữ chức vụ ủy viên bộ chính trị ủy viên trung ương đảng chủ tịch nước cộng hòa xã hội chủ nghĩa việt nam theo thông cáo từ văn phòng trung ương đảng ngày hai mươi tháng ba ban chấp hành trung ương đảng khóa mười ba họp xem xét và cho ý kiến về nguyện vọng thôi giữ các chức vụ nghỉ công tác và nghỉ hưu của ông võ văn thường ủy viên bộ chính trị ủy viên ban chấp hành trung ương đảng khóa mười ba chủ tịch nước cộng hòa xã hội chủ nghĩa việt nam chủ tịch hội đồng quốc phòng an ninh nhiệm kỳ hai không hai mốt hai không hai sáu theo ban chấp hành trung ương ông võ văn thưởng là cán bộ lãnh đạo chủ chốt của đảng và nhà nước được đào tạo cơ bản trưởng thành từ cơ sở được phân công giữ nhiều chức vụ lãnh đạo quan trọng của đảng và nhà nước tuy nhiên vừa qua theo báo cáo của ủy ban kiểm tra trung ương và các cơ quan chức năng ông võ văn thưởng đã vi phạm quy định về những điều đảng viên không được làm quy định về trách nhiệm nêu gương của cán bộ đảng viên trước hết là ủy viên bộ chính trị ủy viên ban bí thư ủy viên ban chấp hành trung ương đảng và chịu trách nhiệm người đứng đầu theo các quy định của đảng và pháp luật của nhà nước những vi phạm khuyết điểm của ông võ văn thưởng đã gây dư luận xấu làm ảnh hưởng đến uy tín của đảng nhà nước và cá nhân nhận thức rõ trách nhiệm trước đảng nhà nước và nhân dân ông võ văn thưởng đã có đơn xin thôi giữ các chức vụ được phân công và nghỉ công tác căn cứ quy định hiện hành của đảng nhà nước và xem xét nguyện vọng của ông võ văn thường ban chấp hành trung ương đảng đồng ý để ông võ văn thường thôi giữ các chức vụ ủy viên bộ chính trị ủy viên ban chấp hành trung ương đảng khóa mười ba chủ tịch nước cộng hoà xã hội chủ nghĩa việt nam chủ tịch hội đồng quốc phòng an ninh nhiệm kỳ hai không hai mốt hai không hai sáu ban chấp hành trung ương đảng giáo bộ chính trị chỉ đạo các cơ quan liên quan triển khai thực tin mới nhất của truyền hình.
audios/Dự báo thời tiết hôm nay mới nhất ngày 233  Dự báo thời tiết 3 ngày tới.mp3,0,quý vị đang theo dõi bản tin dự báo thời tiết của truyền hình nhân dân thưa quý vị ở khu vực phía đông bắc bộ chịu ảnh hưởng của đới gió đông nam ẩm nên có mưa nhỏ mưa phùn và nhất là hiện tượng sương mù xuất hiện nhiều nơi hiện đang làm cho tầm nhìn xa bị giảm thấp tuy nhiên tình trạng này sẽ qua nhanh trong ngày hôm nay thì ở phía tây bắc bộ trời sẽ chuyển nắng về chiều và chiều nền nhiệt cao nhất trong ngày hôm nay ở khu vực phía tây dao động từ hai mươi tám đến ba mươi mốt độ có nơi trên ba mươi ba độ còn ở khu vực phía đông bắc bộ trưa và chiều nay trời cũng chuyển nắng nhẹ nên nhiệt cao nhất trong ngày hôm nay tăng lên mức từ hai mươi lăm đến hai mươi bảy độ tại trung bộ lúc này chỉ thanh hoá nghệ an là còn đang có mây nhiều có sương mù còn ở khu vực từ hà tĩnh trở vào đến bình thuận trời đã có nắng trong ngày hôm nay với sự phát triển và mở rộng của hoàn lưu vùng áp thấp phía tây cả mười bốn tỉnh thành phố miền trung đều không mưa nắng ráo nhiệt độ cao dao động từ ba mươi đến ba mươi ba độ trong đó ở các huyện vùng núi phía tây của khu vực từ nghệ an chở vào đến thừa thiên huế nơi chịu tác động của hiệu ứng gió phân yếu sẽ xảy ra nắng nóng với mức nhiệt cao từ ba mươi lăm đến ba mươi sáu độ ngày thứ bảy ở tây nguyên và nam bộ lúc này trời ít mây nắng sớm với thời tiết nắng sớm cường độ nắng lại mạnh thì ngày hôm nay sẽ vẫn là một ngày nhiệt độ tăng cao với tây nguyên nhiệt độ cao nhất trong ngày hôm nay sẽ ở mức từ ba mươi mốt đến ba mươi tư độ con ở khu vực nam bộ ngày hôm nay vẫn xảy ra nắng nóng diện rộng với mức nhiệt cao ba mươi lăm đến ba mươi bảy độ ở tất cả các tỉnh miền đông với khu vực miền tây thì nhiệt độ thấp hơn dao động từ ba mươi hai đến ba mươi lăm độ trên biển dưới tác động hút gió của vùng áp thấp phía tây trong ngày hôm nay ở khu vực vịnh bắc bộ gió nam đến đông nam mạnh ở mức cấp năm chiều và tối có lúc cấp sáu khu vực bắc và giữa biển đông vùng biển huyện đảo hoàng sa gió cũng chuyển hướng nam đến đông nam mạnh ở mức cấp bốn đến cấp năm trong khi ở khu vực phía nam của biển đông vùng biển huyện đảo trường sa gió đông bắc ở mức cấp bốn sau đây là dự báo thời tiết trong ba ngày tạing vương đình huệ đã thu tiết tâm rất thích ộ nguyễn vthất nhất nhé.các em hãy đặt tay trong phần này để................................................................................................................................................................................................................ường ngày càng đáng dĩnh càng đẹo dĩnh càng đẹo dĩnh càng đại hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi hơi
audios/Nước biển ở Hà Tĩnh bất ngờ xuất hiện màu đỏ  VTV24.mp3,0,một vệt nước biển chuyển màu đỏ đục chảy dài khoảng ba ki lô mét vừa xuất hiện ở vùng ven biển huyện cẩm xuyên tỉnh hà tĩnh đến chiều qua thì hiện tượng nước biển có màu đỏ vẫn chưa thuyên giảm người dân không dám tắm biển hoặc đánh bắt gần bờ vì mỗi đợt sóng thì nước biển màu đỏ đậm lại xuất hiện nhiều hơn nhiều người cho biết nước biển đổi màu đỏ đậm là hiện tượng rất hiếm gặp hiện chưa xác định được nguyên nhân cụ thể theo nhận định có thể do tảo biển từ ngoài khơi cuốn vào bờ dẫn đến nước biển có màu đỏ đậm năm ngoái tại vùng biển thiên cầm huyện cầm xuyên cũng xuất hiện tình trạng nước biển đổi màu nguyên nhân do một loại tảo biển gây ra.
audios/Nguyên nhân nào khiến cây cầu Baltimore đổ sập nhanh  VTV24.mp3,0,chị giêm đang nghỉ giải lao sau ca trực đêm của mình khi chị cùng đồng nghiệp bỗng cảm thấy rung chấn vô cùng mạnh ban đầu chị cùng mọi người chỉ nghĩ rằng đây là do sét đánh tuy nhiên ngay khi được nghỉ giải lao chị đã không khỏi bàng hoàng khi thấy cây cầu gắn liền với tuổi thơ của mình đã bị phá hủy hoàn toàn tôi không biết phải diễn tả thế nào trước cảnh tượng đó bởi vì tôi đã sống cả đời ở đây luôn nhìn thấy cây cầu ở đó để rồi một ngày nó bỗng nhiên không còn nữa cho đến giờ nhiều người dân vẫn không tin vào tốc độ phá hủy của cây cầu khi chỉ chưa đầy mười giây cây cầu phan sít cót ki đã sập hoàn toàn sau khi bị một tàu hàng công te nờ đâm vào theo các chuyên gia đây là một thiết kế cầu vô cùng phổ biến tại các tuyến đường quốc lộ vùng bờ biển tại mỹ đặc biệt là vào thập niên bảy mươi rất nhiều chuyên gia đã dấy lên lo ngại về thiết kế của cây cầu khi những trụ cầu chỉ đủ giữ và nối các nhịp cầu nhưng chưa nghĩ đến phương án đề phòng khi có tai nạn từ các con tàu sim sim đối với tôi bản thân cấu trúc cây cầu không phải là vấn đề đơn giản là các trụ kết cấu của cầu pa ti mo không được thiết kế để chống lại một tác động lớn như vậy đây là một cây cầu kéo dài trên ba nhịp có hai trụ chính và không được chống đỡ ở hai đầu cầu vì vậy tất cả các kích cầu của cầu đều đóng vai trò quan trọng trong việc chịu tải khi bạn chỉ rút ra một hệ thống kết cấu thôi là phần còn lại của cây cầu sẽ bị phá hủy theo mặc dù đây là cách xây cầu giúp tiết kiệm chi phí và vật tư xây dựng nhưng nó đồng nghĩa với việc các cây cầu sẽ không thể có khả năng chống chịu lực tác động mạnh như tai nạn vừa rồi tính đến hiện tại chính quyền địa phương mỹ đã ngừng công tác cứu hộ và sáu công nhân được cho mất tích sau vụ tai nạn đã được cho là thiệt mạng ngoài ra tổng thống mỹ châu bai đừn cũng cam kết sẽ huy động mọi nguồn lực để khắc phục và xây lại cầu đồng thời mở lại cảng của bờ đông nước mỹ nhanh nhất có thể các chuyên gia trong ngành cũng hy vọng những dự án xây cầu trong tương lai sẽ rút kinh nghiệm từ tai nạn thảm khốc này và đưa ra những thiết kế hữu hiệu cho việc gia cố các trụ kết cấu của cầu.
audios/Tái diễn tình trạng làm giả biên lai chuyển tiền  VTV24.mp3,0,chuyển khoản thành công số tiền năm trăm nghìn đồng đây là nội dung trong biên lai chuyển khoản được nhân viên cẩn thận chụp lại thế nhưng chỉ khi đến cuối ngày chủ quán cùng nhân viên kiểm tra không thấy tiền về mới xác định đây là biên lai giả đối tượng thường lấy lý do chuyển khoản số tiền chẵn rồi nhận lại tiền mặt để thực hiện hành vi lừa đảo bọn em cũng chủ quan khách đông cũng không kể mà kiểm tra được ngay lúc đấy đến khi cuối cả có kiểm tra lại thì gần như là bị âm hút gọi là nó rất là thật mình không nhận ra được các bạn nhân viên cũng chủ quan chỉ có chụp ảnh lại và trong quá trình mà kiểm tra lại thì đến lúc đấy khách cũng đi rồi bán đồ ăn sáng đồ ăn vặt chiều mỗi ngày chị xuân có tới hơn ba trăm lượt khách trong đó hơn tám mươi phần trăm là chuyển khoản chị cho biết cũng từng gặp trường hợp điền lành giả cuối ngày chị mất nhiều thời gian để thống kê tiền bán em sẽ mất đến tầm hai đến ba tiếng để kiểm tra những số tiền và số thảnh khoản của em lần mà khách chuyển khoản thường thường thì em bận em chưa ấy về thì cái lượng khách đấy thì em sẽ nhớ và khi ấy không về thì em cũng lo và suy nghĩ nhưng mà không biết làm thế nào được ạ việc kiểm tra liên tục tài khoản số dư không dễ khi đông khách khi khách thanh toán nhân viên phải chụp lại màn hình chờ xác nhận nhiều khi cũng gây bất tiện vì không phản hồi được ngay nhiều bạn trẻ cũng lo ngại về việc lộ thông tin cá nhân khi bị chụp lại màn hình khi mà chụp lại màn hình như thế nhiều khi là những cái tin nhắn riêng tư của mình ví dụ đang nhắn tin với người yêu các thứ chẳng hạn thì nó hiện ra thì nó cũng hơi hơi mất đi cái sự cá nhân ý mất thời gian em đứng chờ nhân viên phải gọi cho sủ trách là xem là đã nhận được thanh toán này hay là chưa theo cảnh báo của các chuyên gia công nghệ hiện có những website có thể tạo biên lai chuyển tiền giả mạo giống thật đến gần một trăm phần trăm các chủ cửa hàng vẫn cần chắc chắn tiền đã về tài khoản khi giao dịch cái việc tạo ra cái ảnh ấy là không hề khó về mặt kỹ thuật và nó có thể làm giống một trăm phần trăm các cái ảnh chụp màn hình của điện thoại và đấy là lý do vì sao mà chúng ta có thể dễ dàng bị lừa chủ hàng có thể kiểm tra bằng các ứng dụng trên điện thoại bằng phần mềm trên goép hay là thậm chí là gần đây chúng tôi có cung cấp cái giải pháp là loa thông báo giao dịch thêm vào đấy nữa thì chủ cửa hàng hoàn toàn có thể là phân quyền cho thu ngân tự kiểm tra được giao dịch thì việc này là rất là tiện lợi khi cho chủ cửa hàng có thể yên tâm quản lý được shop từ xa thanh toán không dùng tiền mặt ngày càng đơn giản tiện lợi nhưng có lẽ vẫn cần hơn nữa sự vào cuộc của các bên liên quan với các giải pháp kiểm soát giao dịch sát với nhu cầu thực tế của người dùng dù vậy trước hết các chủ kinh doanh vẫn cần cẩn trọng trước những hình thức làm giả biên lai chuyển tiền và những kịch bản lừa đảo ngày càng tinh vi hơn.
audios/Ý kiến về quản lý giờ làm thêm của sinh viên  VTV24.mp3,0,dành hầu hết thời gian rảnh để đi làm thêm tại quán cà phê chị vương thị yêu rất băn khoăn khi nghe được thông tin về quản lý giờ làm thêm của sinh viên đặc biệt là giới hạn về thời gian không quá hai mươi giờ một tuần có thể là bị cắt đi thời gian làm việc nên là cái tiền sinh hoạt sẽ bị giảm bớt tiền thu nhập bị giảm bớt nên là cũng hơi khó khăn một chút ở đây nhân viên đa số là sinh viên là thời gian đi làm chủ yếu là thời gian rảnh mà bị cắt như vậy thì khá là ảnh hưởng việc triển khai các giải pháp quản lý giờ làm thêm gây nên những thắc mắc khi nhiều sinh viên muốn làm thêm thời gian để kiếm thêm thu nhập mình học thì mình đã sắp xếp việc học rồi thì khoảng thời gian rảnh của mình nó sẽ khá là nhiều nó nhiều hơn cả hai mươi giờ một tuần nữa cơ nếu mà làm hai mươi giờ một tuần thì nó sẽ ít hơn cái số giờ mà mình đang làm hiện tại và nó sẽ ảnh hưởng đến cái thu nhập cá nhân của mình và tất nhiên là ba mẹ mình cũng sẽ phải gửi thêm một khoản nữa để chi tiêu hoàn hảo nhiều sinh viên cho rằng dự thảo nếu áp dụng sẽ ảnh hưởng rất nhiều đến các bạn học sinh sinh viên có hoàn cảnh khó khăn vì việc đi làm thêm là điều vô cùng cần thiết chủ yếu là sống bằng tiền đi làm thêm tiền sinh hoạt các kiểu là đều bằng tiền đi làm thêm đối với những bạn mà có hoàn cảnh khó khăn hơn một chút mà mấy bạn cần phải làm nhiều hơn để trang trải cuộc sống thì mình nghĩ nó khá là khó khăn đối với bạn đấy trong nội dung dự thảo đề xuất giao quyền cho các cơ sở giáo dục có trách nhiệm quản lý học sinh sinh viên làm việc bán thời gian vì những lo ngại ảnh hưởng đến kết quả học tập do vậy các ý kiến đóng góp cũng đề xuất cho rằng có thể kết hợp để triển khai các giải pháp thực tế số sinh viên làm thêm phải nói thực sự là chiếm một tỷ trọng khá cao nhu cầu làm việc của sinh viên có nhiều trường ở mức độ tới tám mươi chín mươi phần trăm cho nên vấn đề mà chúng ta cần phải cụ thể quá về mặt luật pháp trong vấn đề làm thêm cho sinh viên học sinh là một nguồn nhân lực hết sức quan trọng của quốc gia để đảm bảo làm sao vừa có sức khoẻ lâu dài vừa có điều kiện để các em học tập và đồng thời các em vẫn có thể dấn thân trải nghiệm việc học và làm đều có ý nghĩa quan trọng để sinh viên vừa đáp ứng kiến thức vừa có kinh nghiệm thực tế do vậy cân đối thời gian phù hợp và tăng tính chủ động là điều mà sinh viên mong mỏi để khi áp dụng quy định thì có thể đảm bảo việc học và đảm bảo cuộc sống.
audios/Trung Quốc đóng cửa hơn 20 nghìn trường mẫu giáo vì không có học sinh  VTV24.mp3,0,số liệu từ bộ giáo dục đào tạo trung quốc năm hai ngàn không trăm hai mươi ba trung quốc chỉ còn hai trăm bảy mươi bốn ngàn bốn trăm trường mẫu giáo ít hơn hai mươi ngàn bốn trăm trường so với năm hai ngàn không trăm hai mươi mốt nguyên nhân chính khiến trường học đóng cửa là tỷ lệ sinh giảm năm ngoái chỉ có chín triệu trẻ sơ sinh ra đời thấp hơn một triệu sáu trăm ngàn trẻ của năm hai ngàn không trăm hai mươi mốt số trường đóng cửa nhiều nhất là ở khu vực nông thôn khu vực có dân cư di cư ra thành phố nhiều các chuyên gia dự báo đến năm hai ngàn không trăm ba mươi lăm trung quốc giảm đến một trăm bốn mươi bốn ngàn trường mẫu giáo nhà trẻ so với năm hai ngàn số trẻ sinh ra giảm từng năm sẽ tiếp tục ảnh hưởng đến các cấp học khác các trường cao đẳng đại học trường nghề trường tư thục ở tốp bình thường sẽ khó tuyển sinh đủ số học sinh sinh viên trong tương lai hầu hết các trường đóng cửa là do tư nhân quản lý không đủ học sinh do chưa đạt chuẩn gần đây trung quốc cũng tăng cường xây nhà trẻ công lập nhà trẻ phi lợi nhuận để khuyến khích người trẻ sinh con áp lực học phí và tiền trường mẫu giáo cho con đi học đã bớt nặng nề hơn tại phần lớn các thành phố lớn khi chính phủ trung quốc đã hỗ trợ một phần kinh phí cho bậc học mầm non trường mẫu giáo đóng cửa tăng cũng kéo theo nhiều giáo viên nghỉ việc theo các chuyên gia hơn mười năm tới trung quốc sẽ thừa gần một triệu chín trăm ngàn giáo viên tiểu học và trung học với đà giảm dân số như hiện nay thái bình phóng viên thường trú đài truyền hình việt nam tại trung quốc.......
audios/Hạ viện Thái Lan bật đèn xanh với hôn nhân đồng giới  VTV24.mp3,0,dự luật hôn nhân đồng giới được tổng hợp từ bốn dự luật riêng biệt từng được đề xuất trước đó dự luật đã nhận được sự ủng hộ của tất cả các đảng chính trị lớn ở thái lan và được bốn trăm trên tổng số bốn trăm mười năm nghị sĩ tham gia bỏ phiếu tán thành đánh dấu một bước quan trọng trong nỗ lực củng cố vị thế của thái lan là một trong những xã hội tự do nhất châu á về các vấn đề đồng tính theo đó những người đồng giới đủ mười tám tuổi trở lên đi đăng ký kết hôn sẽ được công nhận là vợ chồng và có các quyền tương tự như các cặp vợ chồng khác giới bao gồm quyền thừa kế quyền nhận con nuôi và các quyền lợi an sinh xã hội ủy ban quốc hội phụ trách dự thảo luật khẳng định dự luật sẽ giúp giảm bớt sự chênh lệch trong xã hội và mở đường cho sự bình đẳng trong xã hội thái lan hiện dự luật hôn nhân đồng giới vẫn cần có sự chấp thuận của thượng viện và sự phê chuẩn của nhà vua dự luật sẽ có hiệu lực trong vòng một trăm hai mươi ngày kể từ ngày hoàng gia phê chuẩn đưa thái lan trở thành quốc gia vùng lãnh thổ thứ ba tại châu á và đầu tiên tại đông nam á hợp pháp hoá hôn nhân rộng giới.
audios/Quân chủng Phòng không - Không quân diễn tập bắn ném bom đạn thật  VTV24.mp3,0,xung bay biên hòa đồng nai trung đoàn không quân chín ba năm thuộc sư đoàn không quân ba bảy không đã sử dụng máy bay su ba mươi bắn đạn thật và ném bom máy bay su ba mươi mk hai là phương tiện huấn luyện và phục vụ chiến đấu hiện đại nhất của không quân việt nam và cả khu vực đông nam á hiện nay vũ khí trang bị trên máy bay cũng thuộc loại tối từng nhất đối với đợt bắn ném lần này có sử dụng một số loại bom mới thì trước đó đối với ngành kỹ thuật hàng không trong đó có ngành vũ khí hàng không đã tiến hành tổ chức lên lớp huấn luyện cho đối tượng là phi công cũng như lực lượng kỹ thuật nhân viên kỹ thuật cán bộ nhân viên kỹ thuật để có thể tiếp thu và có thể sử dụng thành thạo trên lý thuyết máy bay súp bờ mười có thể hoạt động trong mọi điều kiện thời tiết tuy nhiên để cuộc diễn tập diễn ra an toàn trúng mục tiêu ngay từ tờ mờ sáng một máy bay trinh sát đã cất cánh làm nhiệm vụ quan trắc khí tượng như đo tốc độ gió nhận định diễn biến thời tiết ở các khẩu chuẩn bị đều phối hợp tốt nên tất cả phi công của trung đoàn ba bảy mười đều thực hiện bắn đạn thật và ném bom đạt kết quả ngoài sự mong đợi công tác hiệp đồng công tác bảo đảm đặc biệt đối với những phi công và những máy bay mà sử dụng loại vũ khí lần đầu tiên chúng ta đưa vào sử dụng tất cả các chuyến đều bom rơi đạn nổ an toàn đấy là cái thành công nhất của chúng tôi ngày hôm nay trong đợt diễn tập này có năm trung đoàn không quân ở khu vực phía bắc và phía nam cùng hợp đồng tái chiến.
